"Time (s)"	"Recording (a.u.)"
1.002083333E-2	-6.967375713E-2
1.004166667E-2	-6.897183142E-2
1.006250000E-2	-6.970427564E-2
1.008333333E-2	-7.480086673E-2
1.010416667E-2	-7.940916166E-2
1.012500000E-2	-7.507553331E-2
1.014583333E-2	-6.213568529E-2
1.016666667E-2	-5.328531755E-2
1.018750000E-2	-4.837183752E-2
1.020833333E-2	-4.470961638E-2
1.022916667E-2	-3.683584094E-2
1.025000000E-2	-2.859584338E-2
1.027083333E-2	-2.233954894E-2
1.029166667E-2	-1.858577227E-2
1.031250000E-2	-1.495406964E-2
1.033333333E-2	-9.338663900E-3
1.035416667E-2	-4.028443251E-3
1.037500000E-2	2.258369701E-3
1.039583333E-2	8.117923521E-3
1.041666667E-2	1.113925596E-2
1.043750000E-2	1.226844081E-2
1.045833333E-2	1.663258766E-2
1.047916667E-2	1.983703116E-2
1.050000000E-2	1.290932951E-2
1.052083333E-2	9.277626881E-3
1.054166667E-2	2.072206793E-2
1.056250000E-2	3.173924986E-2
1.058333333E-2	3.180028687E-2
1.060416667E-2	3.839228492E-2
1.062500000E-2	5.200354015E-2
1.064583333E-2	5.890072329E-2
1.066666667E-2	5.880916776E-2
1.068750000E-2	6.283761101E-2
1.070833333E-2	7.086397900E-2
1.072916667E-2	7.620471816E-2
1.075000000E-2	8.038575396E-2
1.077083333E-2	8.423108615E-2
1.079166667E-2	8.551286355E-2
1.081250000E-2	8.804589984E-2
1.083333333E-2	8.996856594E-2
1.085416667E-2	8.929715873E-2
1.087500000E-2	8.670308542E-2
1.089583333E-2	8.322397534E-2
1.091666667E-2	7.693716239E-2
1.093750000E-2	7.254249702E-2
1.095833333E-2	7.312234870E-2
1.097916667E-2	7.440412610E-2
1.100000000E-2	7.687612537E-2
1.102083333E-2	8.117923521E-2
1.104166667E-2	8.456678976E-2
1.106250000E-2	8.536027100E-2
1.108333333E-2	8.215582751E-2
1.110416667E-2	7.507553331E-2
1.112500000E-2	7.049775689E-2
1.114583333E-2	7.074190497E-2
1.116666667E-2	7.019257179E-2
1.118750000E-2	6.814783166E-2
1.120833333E-2	7.284768212E-2
1.122916667E-2	8.029419843E-2
1.125000000E-2	7.928708762E-2
1.127083333E-2	6.848353526E-2
1.129166667E-2	5.764946440E-2
1.131250000E-2	5.142368847E-2
1.133333333E-2	4.696798608E-2
1.135416667E-2	4.107791375E-2
1.137500000E-2	3.418073061E-2
1.139583333E-2	2.618488113E-2
1.141666667E-2	2.090517899E-2
1.143750000E-2	1.773125401E-2
1.145833333E-2	1.281777398E-2
1.147916667E-2	6.866664632E-3
1.150000000E-2	7.324442274E-4
1.152083333E-2	-5.737479781E-3
1.154166667E-2	-9.887997070E-3
1.156250000E-2	-1.150547807E-2
1.158333333E-2	-1.376384777E-2
1.160416667E-2	-1.950132756E-2
1.162500000E-2	-1.733451338E-2
1.164583333E-2	-8.575701163E-3
1.166666667E-2	-1.232947783E-2
1.168750000E-2	-2.679525132E-2
1.170833333E-2	-3.234962004E-2
1.172916667E-2	-3.183080538E-2
1.175000000E-2	-4.443494980E-2
1.177083333E-2	-5.743583483E-2
1.179166667E-2	-5.899227882E-2
1.181250000E-2	-5.972472304E-2
1.183333333E-2	-6.622516556E-2
1.185416667E-2	-7.181005280E-2
1.187500000E-2	-7.638782922E-2
1.189583333E-2	-8.145390179E-2
1.191666667E-2	-8.389538255E-2
1.193750000E-2	-8.523819697E-2
1.195833333E-2	-8.923612171E-2
1.197916667E-2	-8.868678854E-2
1.200000000E-2	-8.746604816E-2
1.202083333E-2	-8.621478927E-2
1.204166667E-2	-8.066042055E-2
1.206250000E-2	-7.367168188E-2
1.208333333E-2	-7.135227515E-2
1.210416667E-2	-7.290871914E-2
1.212500000E-2	-7.394634846E-2
1.214583333E-2	-7.654042177E-2
1.216666667E-2	-8.072145756E-2
1.218750000E-2	-8.450575274E-2
1.220833333E-2	-8.368175298E-2
1.222916667E-2	-7.812738426E-2
1.225000000E-2	-7.205420087E-2
1.227083333E-2	-6.952116459E-2
1.229166667E-2	-6.909390545E-2
1.231250000E-2	-6.787316507E-2
1.233333333E-2	-6.787316507E-2
1.235416667E-2	-7.315286721E-2
1.237500000E-2	-7.803582873E-2
1.239583333E-2	-7.367168188E-2
1.241666667E-2	-6.064027833E-2
