"Frequency (Hz)"	"Absolute Amplitude (a.u.)"
1.589062500E4	9.907338981E-3
1.591406250E4	1.631460042E-2
1.593750000E4	1.178458972E-2
1.596093750E4	3.726976952E-2
1.598437500E4	3.424694706E-2
1.600781250E4	1.286370169E-2
1.603125000E4	1.441817968E-3
1.605468750E4	2.721173367E-2
1.607812500E4	3.854527181E-2
1.610156250E4	2.304252479E-2
1.612500000E4	3.995459422E-2
1.614843750E4	2.486425740E-2
1.617187500E4	1.849033991E-2
1.619531250E4	6.375909919E-2
1.621875000E4	7.801769899E-2
1.624218750E4	4.783794036E-2
1.626562500E4	4.415113970E-2
1.628906250E4	4.396248044E-2
1.631250000E4	5.896633734E-2
1.633593750E4	8.597293706E-2
1.635937500E4	5.819931070E-2
1.638281250E4	4.516274812E-2
1.640625000E4	1.902561542E-2
1.642968750E4	3.545635773E-2
1.645312500E4	1.404218647E-2
1.647656250E4	2.812566801E-2
1.650000000E4	2.404462464E-2
1.652343750E4	4.623995366E-2
1.654687500E4	4.510697758E-2
1.657031250E4	2.421351223E-2
1.659375000E4	3.021383705E-2
1.661718750E4	4.093538717E-2
1.664062500E4	5.004379382E-2
1.666406250E4	4.262591556E-2
1.668750000E4	7.266561994E-2
1.671093750E4	4.565881564E-2
1.673437500E4	4.244032801E-2
1.675781250E4	4.269392005E-2
1.678125000E4	2.216680979E-2
1.680468750E4	1.589228014E-2
1.682812500E4	3.363674110E-2
1.685156250E4	2.200241512E-2
1.687500000E4	4.174500346E-2
1.689843750E4	3.324346504E-2
1.692187500E4	3.804634545E-2
1.694531250E4	5.128249593E-2
1.696875000E4	2.869046900E-2
1.699218750E4	5.853287823E-2
1.701562500E4	3.525264419E-2
1.703906250E4	2.942667682E-2
1.706250000E4	6.848992241E-2
1.708593750E4	1.151785811E-2
1.710937500E4	8.600927310E-2
1.713281250E4	2.665672439E-2
1.715625000E4	1.474530806E-2
1.717968750E4	2.679217340E-2
1.720312500E4	2.127133885E-2
1.722656250E4	2.780425621E-2
1.725000000E4	1.226447001E-2
1.727343750E4	6.171073019E-2
1.729687500E4	3.739738349E-2
1.732031250E4	8.800650014E-3
1.734375000E4	3.505699913E-2
1.736718750E4	9.164329319E-3
1.739062500E4	4.327230859E-2
1.741406250E4	7.479371561E-2
1.743750000E4	6.118299509E-2
1.746093750E4	2.434093324E-2
1.748437500E4	2.698316705E-2
1.750781250E4	4.007355738E-2
1.753125000E4	4.102591484E-2
1.755468750E4	1.206151067E-2
1.757812500E4	9.037799867E-4
1.760156250E4	5.537021369E-2
1.762500000E4	4.344518597E-2
1.764843750E4	4.303476713E-2
1.767187500E4	3.712014134E-2
1.769531250E4	3.981607403E-2
1.771875000E4	4.977596859E-2
1.774218750E4	6.993458455E-2
1.776562500E4	3.531354035E-2
1.778906250E4	3.125388391E-2
1.781250000E4	4.213459434E-2
1.783593750E4	6.096607544E-2
1.785937500E4	2.565132469E-2
1.788281250E4	5.249126324E-2
1.790625000E4	5.129564815E-2
1.792968750E4	5.941784841E-2
1.795312500E4	4.286632574E-2
1.797656250E4	4.025988192E-2
1.800000000E4	2.151827181E-2
1.802343750E4	6.563113431E-2
1.804687500E4	4.803874043E-2
1.807031250E4	2.765493445E-2
1.809375000E4	2.871686780E-2
1.811718750E4	2.463965835E-2
1.814062500E4	1.084204547E-1
1.816406250E4	2.009006053E-2
1.818750000E4	3.240354303E-2
1.821093750E4	5.606783275E-2
1.823437500E4	8.940446052E-3
1.825781250E4	3.979193678E-2
1.828125000E4	2.188797471E-2
1.830468750E4	4.522992587E-2
1.832812500E4	4.303865732E-2
1.835156250E4	1.681263996E-2
1.837500000E4	6.135875780E-2
1.839843750E4	9.520740430E-3
1.842187500E4	3.499844239E-2
1.844531250E4	6.427812879E-2
1.846875000E4	6.200316820E-2
1.849218750E4	3.643137220E-2
1.851562500E4	1.816564950E-2
1.853906250E4	3.074780582E-2
1.856250000E4	5.485891333E-2
1.858593750E4	4.254648520E-2
1.860937500E4	4.630719031E-2
1.863281250E4	5.191903005E-2
1.865625000E4	5.466525933E-2
1.867968750E4	2.955313201E-2
1.870312500E4	2.178873082E-2
1.872656250E4	2.994167704E-2
1.875000000E4	4.305492834E-2
1.877343750E4	2.685571899E-2
1.879687500E4	2.832802521E-2
1.882031250E4	3.202797577E-2
1.884375000E4	3.237065328E-2
1.886718750E4	3.437319248E-2
1.889062500E4	7.042784007E-3
1.891406250E4	3.413712593E-2
1.893750000E4	5.319023724E-2
1.896093750E4	1.982674353E-2
1.898437500E4	1.698102769E-2
1.900781250E4	6.021950753E-2
1.903125000E4	1.078701180E-2
1.905468750E4	2.376623576E-2
1.907812500E4	1.803502179E-2
1.910156250E4	2.753490055E-2
1.912500000E4	2.049152822E-2
1.914843750E4	2.553725134E-2
1.917187500E4	5.304391669E-2
1.919531250E4	1.570001593E-2
1.921875000E4	4.979362497E-2
