"Time (s)"	"Recording (a.u.)"
7.916666667E-3	-2.053895688E-2
7.937500000E-3	-2.069154942E-2
7.958333333E-3	-8.056886502E-3
7.979166667E-3	8.392590106E-3
8.000000000E-3	1.812799463E-2
8.020833333E-3	2.435377056E-2
8.041666667E-3	2.069154942E-2
8.062500000E-3	6.744590594E-3
8.083333333E-3	-5.188146611E-3
8.104166667E-3	-1.605273598E-2
8.125000000E-3	-2.191228980E-2
8.145833333E-3	-1.675466170E-2
8.166666667E-3	-1.190221870E-3
8.187500000E-3	1.266518143E-2
8.208333333E-3	2.105777154E-2
8.229166667E-3	2.475051119E-2
8.250000000E-3	1.538132878E-2
8.270833333E-3	2.533036287E-3
8.291666667E-3	-1.040681173E-2
8.312500000E-3	-1.870784631E-2
8.333333333E-3	-2.075258644E-2
8.354166667E-3	-1.092562639E-2
8.375000000E-3	5.890072329E-3
8.395833333E-3	1.602221747E-2
8.416666667E-3	2.465895566E-2
8.437500000E-3	2.331614124E-2
8.458333333E-3	9.826960051E-3
8.479166667E-3	-3.204443495E-3
8.500000000E-3	-1.327555162E-2
8.520833333E-3	-2.075258644E-2
8.541666667E-3	-1.837214270E-2
8.562500000E-3	-3.875850703E-3
8.583333333E-3	1.135288553E-2
8.604166667E-3	1.965392010E-2
8.625000000E-3	2.563554796E-2
8.645833333E-3	1.922666097E-2
8.666666667E-3	4.364146855E-3
8.687500000E-3	-8.178960540E-3
8.708333333E-3	-1.571703238E-2
8.729166667E-3	-2.212591937E-2
8.750000000E-3	-1.443525498E-2
8.770833333E-3	3.479110080E-3
8.791666667E-3	1.532029176E-2
8.812500000E-3	2.209540086E-2
8.833333333E-3	2.441480758E-2
8.854166667E-3	1.419110691E-2
8.875000000E-3	-7.324442274E-4
8.895833333E-3	-1.144444105E-2
8.916666667E-3	-1.986754967E-2
8.937500000E-3	-2.005066073E-2
8.958333333E-3	-6.714072085E-3
8.979166667E-3	8.087405011E-3
9.000000000E-3	1.870784631E-2
9.020833333E-3	2.520828883E-2
9.041666667E-3	2.078310495E-2
9.062500000E-3	7.202368236E-3
9.083333333E-3	-5.218665120E-3
9.104166667E-3	-1.446577349E-2
9.125000000E-3	-2.160710471E-2
9.145833333E-3	-1.632740257E-2
9.166666667E-3	6.103701895E-5
9.187500000E-3	1.382488479E-2
9.208333333E-3	2.194280831E-2
9.229166667E-3	2.401806696E-2
9.250000000E-3	1.699880978E-2
9.270833333E-3	2.777184362E-3
9.291666667E-3	-9.430219428E-3
9.312500000E-3	-1.791436506E-2
9.333333333E-3	-2.108829005E-2
9.354166667E-3	-1.019318216E-2
9.375000000E-3	5.798516800E-3
9.395833333E-3	1.767021699E-2
9.416666667E-3	2.417065950E-2
9.437500000E-3	2.291940062E-2
9.458333333E-3	1.129184851E-2
9.479166667E-3	-3.387554552E-3
9.500000000E-3	-1.364177374E-2
9.520833333E-3	-2.035584582E-2
9.541666667E-3	-1.721243934E-2
9.562500000E-3	-5.005035554E-3
9.583333333E-3	1.174962615E-2
9.604166667E-3	2.121036409E-2
9.625000000E-3	2.584917753E-2
9.645833333E-3	1.870784631E-2
9.666666667E-3	4.577776421E-3
9.687500000E-3	-6.622516556E-3
9.708333333E-3	-1.614429151E-2
9.729166667E-3	-2.105777154E-2
9.750000000E-3	-1.370281075E-2
9.770833333E-3	2.746665853E-3
9.791666667E-3	1.629688406E-2
9.812500000E-3	2.340769677E-2
9.833333333E-3	2.404858547E-2
9.854166667E-3	1.388592181E-2
9.875000000E-3	9.155552843E-4
9.895833333E-3	-1.113925596E-2
9.916666667E-3	-1.986754967E-2
9.937500000E-3	-1.907406842E-2
9.958333333E-3	-6.897183142E-3
9.979166667E-3	8.880886258E-3
1.000000000E-2	1.858577227E-2
1.002083333E-2	2.591021455E-2
1.004166667E-2	2.163762322E-2
1.006250000E-2	8.148442030E-3
1.008333333E-2	-4.364146855E-3
1.010416667E-2	-1.565599536E-2
1.012500000E-2	-2.081362346E-2
1.014583333E-2	-1.507614368E-2
1.016666667E-2	-8.239997559E-4
1.018750000E-2	1.324503311E-2
1.020833333E-2	2.319406720E-2
1.022916667E-2	2.597125156E-2
1.025000000E-2	1.614429151E-2
1.027083333E-2	2.227851192E-3
1.029166667E-2	-8.514664144E-3
1.031250000E-2	-1.733451338E-2
1.033333333E-2	-2.169866024E-2
1.035416667E-2	-1.028473769E-2
1.037500000E-2	6.653035066E-3
1.039583333E-2	1.733451338E-2
1.041666667E-2	2.453688162E-2
1.043750000E-2	2.362132633E-2
1.045833333E-2	1.187170019E-2
1.047916667E-2	-2.533036287E-3
1.050000000E-2	-1.309244057E-2
1.052083333E-2	-2.035584582E-2
1.054166667E-2	-1.858577227E-2
1.056250000E-2	-3.357036042E-3
1.058333333E-2	1.116977447E-2
1.060416667E-2	2.035584582E-2
1.062500000E-2	2.609332560E-2
1.064583333E-2	2.050843837E-2
1.066666667E-2	4.913480026E-3
1.068750000E-2	-7.324442274E-3
1.070833333E-2	-1.483199561E-2
1.072916667E-2	-2.160710471E-2
1.075000000E-2	-1.376384777E-2
1.077083333E-2	3.265480514E-3
1.079166667E-2	1.553392132E-2
1.081250000E-2	2.294991913E-2
1.083333333E-2	2.514725181E-2
1.085416667E-2	1.333658864E-2
1.087500000E-2	3.051850948E-4
1.089583333E-2	-1.129184851E-2
1.091666667E-2	-1.977599414E-2
1.093750000E-2	-2.059999390E-2
1.095833333E-2	-6.561479537E-3
1.097916667E-2	8.545182653E-3
1.100000000E-2	1.910458693E-2
1.102083333E-2	2.612384411E-2
1.104166667E-2	2.127140110E-2
1.106250000E-2	7.965330973E-3
1.108333333E-2	-5.554368725E-3
1.110416667E-2	-1.388592181E-2
1.112500000E-2	-2.096621601E-2
1.114583333E-2	-1.675466170E-2
1.116666667E-2	5.798516800E-4
1.118750000E-2	1.382488479E-2
1.120833333E-2	2.273628956E-2
1.122916667E-2	2.508621479E-2
1.125000000E-2	1.602221747E-2
1.127083333E-2	4.058961760E-3
1.129166667E-2	-9.216589862E-3
1.131250000E-2	-1.864680929E-2
1.133333333E-2	-2.117984558E-2
1.135416667E-2	-9.826960051E-3
1.137500000E-2	6.591998047E-3
1.139583333E-2	1.586962493E-2
1.141666667E-2	2.545243690E-2
1.143750000E-2	2.362132633E-2
1.145833333E-2	1.095614490E-2
1.147916667E-2	-3.936887722E-3
1.150000000E-2	-1.358073672E-2
1.152083333E-2	-1.907406842E-2
1.154166667E-2	-1.934873501E-2
1.156250000E-2	-4.730368969E-3
1.158333333E-2	1.196325571E-2
1.160416667E-2	2.093569750E-2
1.162500000E-2	2.566606647E-2
1.164583333E-2	1.855525376E-2
1.166666667E-2	4.791405988E-3
1.168750000E-2	-7.477034822E-3
1.170833333E-2	-1.693777276E-2
1.172916667E-2	-2.194280831E-2
1.175000000E-2	-1.376384777E-2
1.177083333E-2	2.319406720E-3
1.179166667E-2	1.528977325E-2
1.181250000E-2	2.325510422E-2
1.183333333E-2	2.468947417E-2
1.185416667E-2	1.297036653E-2
1.187500000E-2	-9.155552843E-4
1.189583333E-2	-1.065095981E-2
1.191666667E-2	-2.066103092E-2
1.193750000E-2	-2.047791986E-2
1.195833333E-2	-7.751701407E-3
1.197916667E-2	8.209479049E-3
1.200000000E-2	1.818903165E-2
1.202083333E-2	2.511673330E-2
1.204166667E-2	2.072206793E-2
1.206250000E-2	7.141331217E-3
1.208333333E-2	-5.493331706E-3
1.210416667E-2	-1.532029176E-2
1.212500000E-2	-2.233954894E-2
1.214583333E-2	-1.718192083E-2
1.216666667E-2	6.103701895E-5
1.218750000E-2	1.318399609E-2
1.220833333E-2	2.084414197E-2
1.222916667E-2	2.542191839E-2
1.225000000E-2	1.614429151E-2
1.227083333E-2	1.373332926E-3
1.229166667E-2	-9.247108371E-3
1.231250000E-2	-1.919614246E-2
1.233333333E-2	-2.179021577E-2
1.235416667E-2	-1.147495956E-2
1.237500000E-2	5.615405744E-3
1.239583333E-2	1.590014344E-2
1.241666667E-2	2.346873379E-2
1.243750000E-2	2.221747490E-2
1.245833333E-2	1.001007111E-2
1.247916667E-2	-4.150517289E-3
1.250000000E-2	-1.382488479E-2
1.252083333E-2	-2.151554918E-2
1.254166667E-2	-1.989806818E-2
1.256250000E-2	-4.638813440E-3
1.258333333E-2	1.019318216E-2
1.260416667E-2	1.886043886E-2
1.262500000E-2	2.359080782E-2
1.264583333E-2	1.721243934E-2
1.266666667E-2	3.662221137E-3
1.268750000E-2	-8.453627125E-3
1.270833333E-2	-1.751762444E-2
1.272916667E-2	-2.301095614E-2
1.275000000E-2	-1.431318094E-2
1.277083333E-2	2.044740135E-3
1.279166667E-2	1.388592181E-2
1.281250000E-2	2.090517899E-2
1.283333333E-2	2.359080782E-2
1.285416667E-2	1.281777398E-2
1.287500000E-2	-2.227851192E-3
1.289583333E-2	-1.190221870E-2
1.291666667E-2	-1.992858669E-2
1.293750000E-2	-2.145451216E-2
1.295833333E-2	-7.995849483E-3
1.297916667E-2	7.446516312E-3
1.300000000E-2	1.647999512E-2
1.302083333E-2	2.404858547E-2
1.304166667E-2	2.056947539E-2
1.306250000E-2	6.042664876E-3
1.308333333E-2	-6.744590594E-3
1.310416667E-2	-1.559495834E-2
1.312500000E-2	-2.191228980E-2
1.314583333E-2	-1.925717948E-2
1.316666667E-2	-1.251258889E-3
1.318750000E-2	1.123081149E-2
1.320833333E-2	2.026429029E-2
1.322916667E-2	2.392651143E-2
1.325000000E-2	1.385540330E-2
1.327083333E-2	8.545182653E-4
1.329166667E-2	-1.110873745E-2
1.331250000E-2	-1.950132756E-2
1.333333333E-2	-2.407910398E-2
1.335416667E-2	-1.245155187E-2
1.337500000E-2	5.432294687E-3
1.339583333E-2	1.327555162E-2
1.341666667E-2	2.371288186E-2
1.343750000E-2	2.127140110E-2
1.345833333E-2	8.239997559E-3
1.347916667E-2	-4.333628346E-3
1.350000000E-2	-1.513718070E-2
1.352083333E-2	-2.276680807E-2
1.354166667E-2	-2.175969726E-2
1.356250000E-2	-4.852443007E-3
1.358333333E-2	9.399700919E-3
1.360416667E-2	1.834162420E-2
1.362500000E-2	2.285836360E-2
1.364583333E-2	1.693777276E-2
1.366666667E-2	3.509628590E-3
1.368750000E-2	-9.002960295E-3
1.370833333E-2	-1.947080905E-2
1.372916667E-2	-2.468947417E-2
1.375000000E-2	-1.400799585E-2
1.377083333E-2	5.493331706E-4
1.379166667E-2	1.159703360E-2
1.381250000E-2	2.163762322E-2
1.383333333E-2	2.255317850E-2
1.385416667E-2	1.138340403E-2
1.387500000E-2	-2.624591815E-3
1.389583333E-2	-1.382488479E-2
1.391666667E-2	-2.182073428E-2
1.393750000E-2	-2.301095614E-2
1.395833333E-2	-1.043733024E-2
1.397916667E-2	5.920590838E-3
1.400000000E-2	1.718192083E-2
1.402083333E-2	2.224799341E-2
1.404166667E-2	1.870784631E-2
1.406250000E-2	5.890072329E-3
1.408333333E-2	-7.629627369E-3
1.410416667E-2	-1.748710593E-2
1.412500000E-2	-2.313303018E-2
1.414583333E-2	-1.937925352E-2
1.416666667E-2	-2.990813929E-3
1.418750000E-2	9.918515580E-3
1.420833333E-2	1.928769799E-2
1.422916667E-2	2.285836360E-2
1.425000000E-2	1.342814417E-2
1.427083333E-2	6.103701895E-5
1.429166667E-2	-1.174962615E-2
1.431250000E-2	-2.063051241E-2
1.433333333E-2	-2.465895566E-2
1.435416667E-2	-1.498458815E-2
1.437500000E-2	3.570665609E-3
1.439583333E-2	1.385540330E-2
1.441666667E-2	2.041688284E-2
1.443750000E-2	2.075258644E-2
1.445833333E-2	8.239997559E-3
1.447916667E-2	-5.767998291E-3
1.450000000E-2	-1.693777276E-2
1.452083333E-2	-2.310251167E-2
1.454166667E-2	-2.237006745E-2
1.456250000E-2	-7.660145878E-3
1.458333333E-2	7.995849483E-3
1.460416667E-2	1.754814295E-2
1.462500000E-2	2.148503067E-2
1.464583333E-2	1.635792108E-2
1.466666667E-2	1.922666097E-3
1.468750000E-2	-1.092562639E-2
1.470833333E-2	-2.011169774E-2
1.472916667E-2	-2.609332560E-2
1.475000000E-2	-1.608325449E-2
1.477083333E-2	-1.251258889E-3
1.479166667E-2	1.016266366E-2
1.481250000E-2	2.172917875E-2
1.483333333E-2	2.105777154E-2
1.485416667E-2	9.491256447E-3
1.487500000E-2	-3.509628590E-3
1.489583333E-2	-1.394695883E-2
1.491666667E-2	-2.337717826E-2
1.493750000E-2	-2.514725181E-2
1.495833333E-2	-9.521774957E-3
1.497916667E-2	5.005035554E-3
1.500000000E-2	1.504562517E-2
1.502083333E-2	2.246162297E-2
1.504166667E-2	1.818903165E-2
1.506250000E-2	4.943998535E-3
1.508333333E-2	-9.338663900E-3
1.510416667E-2	-1.815851314E-2
1.512500000E-2	-2.499465926E-2
1.514583333E-2	-2.041688284E-2
1.516666667E-2	-4.058961760E-3
1.518750000E-2	9.216589862E-3
1.520833333E-2	1.809747612E-2
1.522916667E-2	2.136295663E-2
1.525000000E-2	1.348918119E-2
1.527083333E-2	-1.709036531E-3
1.529166667E-2	-1.235999634E-2
1.531250000E-2	-2.163762322E-2
1.533333333E-2	-2.502517777E-2
1.535416667E-2	-1.525925474E-2
1.537500000E-2	1.831110569E-3
1.539583333E-2	1.306192206E-2
1.541666667E-2	2.087466048E-2
1.543750000E-2	1.922666097E-2
1.545833333E-2	7.385479293E-3
1.547916667E-2	-6.073183386E-3
1.550000000E-2	-1.730399487E-2
1.552083333E-2	-2.410962249E-2
1.554166667E-2	-2.316354869E-2
1.556250000E-2	-7.812738426E-3
1.558333333E-2	7.568590350E-3
1.560416667E-2	1.583910642E-2
1.562500000E-2	2.127140110E-2
1.564583333E-2	1.519821772E-2
1.566666667E-2	1.129184851E-3
